IdLugarSalida,Lugar Salida,IdTranspSalidad,Transporte Internacional de Salida,FechaSalida,IdFecSalida,FechaEntrada,IdFecEntrada,IdNacionalidad,Pais,IdDeptoResidencia,Departamento,IdMotivo,Motivo,IdOcupacion,Ocupacion,IdNivelEstudio,Estudio,IdDestino,Destino,IdAlojamiento,Alojamiento,IdLugarIngreso,Lugar Ingreso,IdTranspIngreso,Transporte Internacional de Ingreso,IdTranspLocal,Trasporte Local,Estadia,Gente,GastoTotal,GastoAlojamiento,GastoAlimentacion,GastoTransporteInternac,GatoTransporteLocal,GastoCultural,GastoTours,GastoCompras,GastoResto,Coef,CoefTot
7,Fray Bentos,2,Terrestre Auto,2022-05-31,15491,2022-06-01,15492,1,Uruguay,13,Soriano,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,1,2,351.98,0.0,50.28,0.0,50.0,0.0,0.0,251.7,0.0,226.04,452.08
1,Colonia,5,Maritimo - Fluvial,2017-08-05,13731,2017-08-07,13733,1,Uruguay,10,Colonia,2,Visita familiares / amigos,1,"Jubilado, Pensionista",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,0,Sin Datos,2,1,76.0,0.0,44.0,39.0,0.0,0.0,0.0,0.0,32.0,163.5,163.5
7,Fray Bentos,2,Terrestre Auto,2019-02-17,14292,2019-02-22,14297,1,Uruguay,20,Canelones,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,5,4,750.0,365.0,76.99,0.0,117.32,0.0,0.0,73.01,117.67,186.7,746.8
3,Aeropuerto de Carrasco,1,Aereo,2017-07-09,13704,2017-07-16,13711,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",5.0,Terciaria incompleta,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,7,1,306.0,0.0,161.0,0.0,0.0,0.0,0.0,110.0,35.0,106.2,106.2
3,Aeropuerto de Carrasco,1,Aereo,2019-02-06,14281,2019-02-14,14289,30,Paraguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,30,Paraguay,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,8,1,1397.92,0.0,146.47,363.36,492.61,0.0,0.0,254.85,504.0,303.69,303.69
3,Aeropuerto de Carrasco,1,Aereo,2018-01-04,13883,2018-01-14,13893,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,10,2,659.3,0.0,359.46,800.0,184.2,0.0,0.0,115.63,0.0,203.83,407.67
1,Colonia,5,Maritimo - Fluvial,2024-03-11,16141,2024-03-17,16147,1,Uruguay,20,Canelones,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,6,1,100.0,0.0,35.3,0.0,37.53,0.0,0.0,27.17,0.0,201.25,201.25
3,Aeropuerto de Carrasco,1,Aereo,2019-01-26,14270,2019-02-15,14290,1,Uruguay,42,Florida,2,Visita familiares / amigos,11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,40,Europa,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,20,1,2872.99,0.0,1293.89,1300.0,671.11,0.0,0.0,908.0,0.0,254.05,254.05
3,Aeropuerto de Carrasco,1,Aereo,2025-05-14,16570,2025-05-23,16579,1,Uruguay,20,Canelones,3,Trabajo / Profesion,27,Profesional dependiente,,,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,9,2,2000.0,600.0,300.0,800.0,309.35,100.0,0.0,510.6,180.04,253.2,506.4
3,Aeropuerto de Carrasco,1,Aereo,2022-11-04,15648,2022-11-09,15653,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,5,Vivienda Arrendada,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,5,2,1800.0,360.0,340.0,486.0,60.0,195.12,0.0,348.33,496.55,263.54,527.08
3,Aeropuerto de Carrasco,1,Aereo,2019-04-18,14352,2019-04-25,14359,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",5.0,Terciaria incompleta,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,7,2,2115.25,400.0,300.0,300.0,503.76,137.38,0.0,222.46,551.65,234.17,468.35
13,Rivera,2,Terrestre Auto,2024-01-21,16091,2024-01-22,16092,1,Uruguay,53,Rivera,2,Visita familiares / amigos,25,Trabajador dependiente,,,20,Brasil,6,Vivienda Familiares / Amigos,13,Rivera,2,Terrestre Auto,1,Auto propio,1,1,5.69,0.0,0.0,0.0,5.69,0.0,0.0,0.0,0.0,110.14,110.14
8,Paysandú,3,Terrestre Bus,2017-04-12,13616,2017-04-19,13623,1,Uruguay,20,Canelones,2,Visita familiares / amigos,2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,3,Terrestre Bus,0,Sin Datos,7,2,188.76,0.0,52.85,0.0,0.0,31.46,0.0,27.37,77.08,166.77,333.54
3,Aeropuerto de Carrasco,1,Aereo,2017-08-06,13732,2017-08-11,13737,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,5,1,667.0,237.37,130.55,133.0,71.21,0.0,0.0,132.93,94.95,125.41,125.41
1,Colonia,5,Maritimo - Fluvial,2024-09-28,16342,2024-10-03,16347,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",,,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,5,2,800.0,193.17,175.09,0.0,179.33,90.64,0.0,161.77,0.0,221.59,443.18
1,Colonia,5,Maritimo - Fluvial,2023-03-15,15779,2023-03-22,15786,10,Argentina,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,5,Vivienda Arrendada,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,7,3,1500.0,410.31,383.59,0.0,452.95,0.0,0.0,253.15,0.0,612.41,1837.22
1,Colonia,5,Maritimo - Fluvial,2025-07-19,16636,2025-07-24,16641,1,Uruguay,20,Canelones,2,Visita familiares / amigos,1,"Jubilado, Pensionista",,,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,5,1,300.0,0.0,122.87,0.0,0.0,63.61,0.0,113.52,0.0,338.12,338.12
7,Fray Bentos,2,Terrestre Auto,2019-07-15,14440,2019-07-23,14448,1,Uruguay,11,Saqn Jose,1,"Ocio, Recreo, Vacaciones",1,"Jubilado, Pensionista",3.0,Secundaria incompleta,10,Argentina,5,Vivienda Arrendada,8,Paysandú,2,Terrestre Auto,1,Auto propio,8,3,800.0,197.66,200.0,0.0,100.0,202.34,0.0,100.0,0.0,354.45,1063.36
5,Carmelo,5,Maritimo - Fluvial,2024-03-25,16155,2024-04-17,16178,1,Uruguay,10,Colonia,2,Visita familiares / amigos,1,"Jubilado, Pensionista",,,10,Argentina,6,Vivienda Familiares / Amigos,5,Carmelo,5,Maritimo - Fluvial,4,Auto familiares / amigos,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.4
3,Aeropuerto de Carrasco,1,Aereo,2017-06-11,13676,2017-06-18,13683,1,Uruguay,31,Maldonado,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,7,1,2465.0,700.0,350.0,0.0,315.0,0.0,0.0,1100.0,0.0,113.24,113.24
7,Fray Bentos,2,Terrestre Auto,2025-09-24,16703,2025-09-27,16706,1,Uruguay,10,Colonia,2,Visita familiares / amigos,27,Profesional dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,3,4,1000.75,0.0,400.3,0.0,150.11,200.15,0.0,137.48,112.71,129.77,519.07
8,Paysandú,2,Terrestre Auto,2023-12-09,16048,2023-12-13,16052,1,Uruguay,41,Flores,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",4.0,Secundaria completa,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,4,3,960.0,350.0,200.0,0.0,40.0,100.0,0.0,250.0,20.0,307.95,923.85
1,Colonia,5,Maritimo - Fluvial,2023-08-07,15924,2023-08-10,15927,1,Uruguay,21,Montevideo,10,Compras,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,2,800.0,235.85,222.12,0.0,0.0,0.0,0.0,342.03,0.0,283.48,566.96
7,Fray Bentos,3,Terrestre Bus,2018-09-11,14133,2018-09-17,14139,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,4,Auto familiares / amigos,6,1,486.83,0.0,209.6,191.69,0.0,110.32,0.0,166.91,0.0,172.66,172.66
14,Nueva Palmira,5,Maritimo - Fluvial,2020-03-04,14673,2020-03-11,14680,1,Uruguay,10,Colonia,2,Visita familiares / amigos,8,Desocupado,4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,14,Nueva Palmira,5,Maritimo - Fluvial,4,Auto familiares / amigos,7,1,497.02,0.0,100.0,40.0,0.0,50.0,0.0,70.0,277.02,3984.97,3984.97
7,Fray Bentos,2,Terrestre Auto,2022-02-02,15373,2022-02-10,15381,1,Uruguay,11,Saqn Jose,2,Visita familiares / amigos,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,8,2,1595.62,350.0,200.0,0.0,40.0,150.0,0.0,245.86,609.76,108.51,217.02
3,Aeropuerto de Carrasco,1,Aereo,2022-01-10,15350,2022-01-19,15359,1,Uruguay,20,Canelones,2,Visita familiares / amigos,1,"Jubilado, Pensionista",6.0,Terciaria completa,31,Chile,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,9,1,1500.0,0.0,692.42,600.0,0.0,241.04,0.0,300.0,266.54,355.7,355.7
13,Rivera,2,Terrestre Auto,2017-06-09,13674,2017-06-12,13677,1,Uruguay,53,Rivera,2,Visita familiares / amigos,2,Ama de casa,4.0,Secundaria completa,20,Brasil,6,Vivienda Familiares / Amigos,13,Rivera,2,Terrestre Auto,0,Sin Datos,3,2,90.0,0.0,40.0,0.0,50.0,0.0,0.0,0.0,0.0,47.68,95.36
7,Fray Bentos,3,Terrestre Bus,2017-03-02,13575,2017-03-14,13587,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,7,Fray Bentos,3,Terrestre Bus,0,Sin Datos,12,1,300.0,0.0,207.37,0.0,0.0,0.0,0.0,92.63,0.0,99.93,99.93
8,Paysandú,2,Terrestre Auto,2017-04-20,13624,2017-04-23,13627,1,Uruguay,11,Saqn Jose,5,Tratamiento Salud,2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,11,Otros,8,Paysandú,3,Terrestre Bus,0,Sin Datos,3,2,380.0,155.8,91.2,0.0,0.0,0.0,0.0,0.0,133.0,166.77,333.54
5,Carmelo,5,Maritimo - Fluvial,2023-08-18,15935,2023-08-23,15940,1,Uruguay,13,Soriano,2,Visita familiares / amigos,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,5,Carmelo,5,Maritimo - Fluvial,4,Auto familiares / amigos,5,1,150.0,0.0,49.24,0.0,55.26,0.0,0.0,45.5,0.0,14.63,14.63
2,Puerto de montevideo,5,Maritimo - Fluvial,2023-02-10,15746,2023-02-14,15750,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,6,Otros,4,2,1279.67,307.31,288.13,120.33,343.24,0.0,0.0,340.98,0.0,353.69,707.39
2,Puerto de montevideo,5,Maritimo - Fluvial,2024-05-13,16204,2024-05-16,16207,1,Uruguay,20,Canelones,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,2,Puerto de montevideo,5,Maritimo - Fluvial,4,Auto familiares / amigos,3,1,377.11,0.0,103.85,106.97,0.0,65.72,0.0,117.29,90.24,57.81,57.81
3,Aeropuerto de Carrasco,1,Aereo,2019-07-23,14448,2019-07-29,14454,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,6,2,1496.0,996.0,0.0,204.0,0.0,0.0,0.0,0.0,500.0,185.45,370.9
8,Paysandú,2,Terrestre Auto,2023-03-24,15788,2023-03-24,15788,1,Uruguay,61,Paysandu,10,Compras,16,"Empl. Adm, Cajero, Vendedor",6.0,Terciaria completa,10,Argentina,11,Otros,8,Paysandú,2,Terrestre Auto,1,Auto propio,1,2,107.38,0.0,19.12,0.0,0.0,0.0,0.0,88.26,0.0,553.19,1106.38
3,Aeropuerto de Carrasco,1,Aereo,2025-09-04,16683,2025-09-08,16687,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,99,Otros,,,30,Paraguay,6,Vivienda Familiares / Amigos,3,Aeropuerto de Carrasco,1,Aereo,4,Auto familiares / amigos,4,1,600.0,0.0,0.0,369.41,0.0,0.0,0.0,600.0,0.0,306.69,306.69
8,Paysandú,2,Terrestre Auto,2024-11-30,16405,2024-12-05,16410,1,Uruguay,61,Paysandu,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,10,Argentina,1,Hotel,8,Paysandú,2,Terrestre Auto,1,Auto propio,5,3,3000.0,624.12,561.65,0.0,572.9,0.0,0.0,518.92,722.41,1104.48,3313.44
8,Paysandú,3,Terrestre Bus,2017-04-03,13607,2017-04-09,13613,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,8,Paysandú,3,Terrestre Bus,0,Sin Datos,6,2,247.34,0.0,33.03,0.0,0.0,22.94,0.0,143.2,48.17,166.77,333.54
2,Puerto de montevideo,5,Maritimo - Fluvial,2024-02-03,16104,2024-02-13,16114,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",27,Profesional dependiente,,,10,Argentina,1,Hotel,2,Puerto de montevideo,5,Maritimo - Fluvial,1,Auto propio,10,4,1500.0,349.62,329.48,0.0,352.99,85.28,0.0,0.0,382.63,121.65,486.61
15,Artigas,2,Terrestre Auto,2019-04-20,14354,2019-04-26,14360,1,Uruguay,43,Tacuarembo,2,Visita familiares / amigos,1,"Jubilado, Pensionista",3.0,Secundaria incompleta,20,Brasil,6,Vivienda Familiares / Amigos,15,Artigas,2,Terrestre Auto,1,Auto propio,6,2,502.76,0.0,200.38,0.0,70.0,100.0,0.0,100.0,32.38,406.82,813.64
10,Salto,2,Terrestre Auto,2018-04-08,13977,2018-04-11,13980,1,Uruguay,60,Salto,2,Visita familiares / amigos,2,Ama de casa,3.0,Secundaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,10,Salto,2,Terrestre Auto,1,Auto propio,3,1,200.0,0.0,100.0,0.0,30.0,0.0,0.0,50.0,20.0,130.38,130.38
3,Aeropuerto de Carrasco,1,Aereo,2017-01-17,13531,2017-01-27,13541,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,10,2,1114.0,761.4,160.0,1034.0,56.4,0.0,0.0,108.0,28.2,129.04,258.09
13,Rivera,2,Terrestre Auto,2019-08-17,14473,2019-08-22,14478,1,Uruguay,53,Rivera,3,Trabajo / Profesion,11,"Patron, Com, Ind, Prod Agrop",7.0,Otros,20,Brasil,1,Hotel,13,Rivera,2,Terrestre Auto,1,Auto propio,5,1,535.47,300.0,130.0,0.0,40.0,50.0,0.0,0.0,15.47,63.7,63.7
2,Puerto de montevideo,5,Maritimo - Fluvial,2024-02-18,16119,2024-02-21,16122,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",26,Profesional independiente,,,10,Argentina,30,Vivienda arrendada X plataforma,2,Puerto de montevideo,5,Maritimo - Fluvial,3,Taxi - Bus,3,3,530.0,150.0,130.0,200.0,10.0,240.0,0.0,0.0,0.0,121.65,364.96
2,Puerto de montevideo,5,Maritimo - Fluvial,2018-06-17,14047,2018-06-25,14055,1,Uruguay,20,Canelones,2,Visita familiares / amigos,1,"Jubilado, Pensionista",5.0,Terciaria incompleta,10,Argentina,6,Vivienda Familiares / Amigos,2,Puerto de montevideo,5,Maritimo - Fluvial,4,Auto familiares / amigos,8,1,573.87,0.0,147.86,88.63,0.0,54.57,0.0,91.68,279.76,219.06,219.06
3,Aeropuerto de Carrasco,1,Aereo,2022-12-10,15684,2022-12-13,15687,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,33,Centro y Norte America,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,3,1,1300.0,48.88,49.84,1034.68,29.87,214.56,0.0,956.86,0.0,159.65,151.78
1,Colonia,5,Maritimo - Fluvial,2022-12-18,15692,2022-12-22,15696,1,Uruguay,20,Canelones,2,Visita familiares / amigos,11,"Patron, Com, Ind, Prod Agrop",7.0,Otros,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,2,811.87,0.0,203.13,239.85,242.71,131.44,0.0,234.59,0.0,79.35,78.43
8,Paysandú,2,Terrestre Auto,2025-09-05,16684,2025-09-08,16687,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",26,Profesional independiente,,,10,Argentina,30,Vivienda arrendada X plataforma,8,Paysandú,2,Terrestre Auto,1,Auto propio,3,2,600.0,150.0,125.9,0.0,124.1,0.0,0.0,200.0,0.0,460.75,921.5
1,Colonia,5,Maritimo - Fluvial,2019-07-17,14442,2019-07-21,14446,1,Uruguay,31,Maldonado,3,Trabajo / Profesion,12,"Director, gerente",5.0,Terciaria incompleta,10,Argentina,1,Hotel,8,Paysandú,3,Terrestre Bus,3,Taxi - Bus,4,1,520.0,146.22,82.37,121.82,137.39,0.0,0.0,0.0,154.02,354.45,354.45
13,Rivera,2,Terrestre Auto,2018-08-16,14107,2018-08-20,14111,1,Uruguay,53,Rivera,1,"Ocio, Recreo, Vacaciones",13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,20,Brasil,1,Hotel,13,Rivera,2,Terrestre Auto,1,Auto propio,4,2,690.0,280.0,240.0,0.0,100.0,0.0,40.0,0.0,30.0,70.56,141.12
7,Fray Bentos,2,Terrestre Auto,2018-09-20,14142,2018-09-26,14148,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",15,"Obrero esp, Conductor, Artesano",4.0,Secundaria completa,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,6,3,2251.57,732.12,417.98,0.0,206.02,0.0,0.0,332.83,562.62,172.66,517.99
14,Nueva Palmira,5,Maritimo - Fluvial,2018-05-25,14024,2018-05-29,14028,1,Uruguay,13,Soriano,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,6,Vivienda Familiares / Amigos,14,Nueva Palmira,5,Maritimo - Fluvial,3,Taxi - Bus,4,1,141.0,0.0,141.0,138.05,0.0,0.0,0.0,0.0,0.0,526.67,526.67
2,Puerto de montevideo,5,Maritimo - Fluvial,2017-06-04,13669,2017-06-05,13670,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,6,Vivienda Familiares / Amigos,2,Puerto de montevideo,5,Maritimo - Fluvial,0,Sin Datos,1,1,164.0,0.0,0.0,36.0,54.67,0.0,0.0,0.0,109.33,93.52,93.52
1,Colonia,5,Maritimo - Fluvial,2025-02-02,16469,2025-02-12,16479,1,Uruguay,21,Montevideo,2,Visita familiares / amigos,25,Trabajador dependiente,,,10,Argentina,6,Vivienda Familiares / Amigos,1,Colonia,5,Maritimo - Fluvial,4,Auto familiares / amigos,10,3,1000.0,0.0,684.02,359.77,0.0,0.0,0.0,315.98,0.0,243.36,730.09
7,Fray Bentos,2,Terrestre Auto,2025-04-24,16550,2025-04-27,16553,1,Uruguay,12,Rio Negro,1,"Ocio, Recreo, Vacaciones",24,Trabajador Independiente,,,10,Argentina,1,Hotel,7,Fray Bentos,1,Aereo,1,Auto propio,3,2,445.06,87.57,76.17,98.58,76.32,0.0,0.0,117.29,87.7,173.83,347.66
3,Aeropuerto de Carrasco,1,Aereo,2025-07-07,16624,2025-07-09,16626,1,Uruguay,20,Canelones,3,Trabajo / Profesion,27,Profesional dependiente,,,10,Argentina,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,3,Taxi - Bus,2,1,700.0,279.39,100.0,360.0,50.0,0.0,0.0,0.0,270.61,375.12,375.12
4,Chuy,3,Terrestre Bus,2018-02-23,13933,2018-03-03,13941,1,Uruguay,42,Florida,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,20,Brasil,1,Hotel,4,Chuy,3,Terrestre Bus,3,Taxi - Bus,8,4,1292.57,533.87,158.18,508.4,39.55,0.0,300.0,260.97,0.0,112.77,451.09
1,Colonia,5,Maritimo - Fluvial,2023-11-14,16023,2023-11-17,16026,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,5,Vivienda Arrendada,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,3,2,760.15,173.81,161.33,239.85,176.6,0.0,0.0,248.42,0.0,373.01,746.03
3,Aeropuerto de Carrasco,1,Aereo,2022-07-27,15548,2022-08-03,15555,1,Uruguay,21,Montevideo,1,"Ocio, Recreo, Vacaciones",3,Estudiante,5.0,Terciaria incompleta,20,Brasil,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,6,Otros,7,3,1460.59,837.36,248.11,1402.5,62.03,0.0,0.0,313.09,0.0,519.55,1558.65
7,Fray Bentos,3,Terrestre Bus,2018-10-07,14159,2018-10-22,14174,1,Uruguay,31,Maldonado,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,31,Chile,1,Hotel,7,Fray Bentos,3,Terrestre Bus,2,Auto alquilado,15,1,2308.36,1000.0,300.0,300.0,400.0,200.0,0.0,215.97,192.39,180.81,180.81
13,Rivera,2,Terrestre Auto,2024-06-26,16248,2024-07-04,16256,1,Uruguay,53,Rivera,2,Visita familiares / amigos,24,Trabajador Independiente,,,20,Brasil,6,Vivienda Familiares / Amigos,13,Rivera,2,Terrestre Auto,1,Auto propio,8,2,248.99,0.0,183.71,0.0,65.28,0.0,0.0,0.0,0.0,82.35,164.69
18,Río Branco,2,Terrestre Auto,2024-04-15,16176,2024-04-24,16185,1,Uruguay,54,Treinta y Tres,1,"Ocio, Recreo, Vacaciones",27,Profesional dependiente,,,20,Brasil,1,Hotel,18,Río Branco,2,Terrestre Auto,1,Auto propio,9,3,1914.55,700.0,400.0,0.0,165.25,200.0,0.0,313.73,135.58,133.71,401.13
1,Colonia,5,Maritimo - Fluvial,2018-03-07,13945,2018-03-11,13949,1,Uruguay,21,Montevideo,3,Trabajo / Profesion,13,"Prof, Tecnico, Docente, Artista",6.0,Terciaria completa,10,Argentina,1,Hotel,8,Paysandú,3,Terrestre Bus,3,Taxi - Bus,4,1,510.07,172.7,106.12,99.93,51.04,77.24,0.0,0.0,102.97,348.24,348.24
10,Salto,2,Terrestre Auto,2023-05-11,15836,2023-05-19,15844,1,Uruguay,20,Canelones,1,"Ocio, Recreo, Vacaciones",11,"Patron, Com, Ind, Prod Agrop",6.0,Terciaria completa,10,Argentina,1,Hotel,10,Salto,2,Terrestre Auto,1,Auto propio,8,2,1675.9,433.43,406.25,0.0,470.19,131.44,0.0,234.59,0.0,431.15,862.3
1,Colonia,5,Maritimo - Fluvial,2018-05-12,14011,2018-05-16,14015,1,Uruguay,10,Colonia,1,"Ocio, Recreo, Vacaciones",16,"Empl. Adm, Cajero, Vendedor",4.0,Secundaria completa,10,Argentina,1,Hotel,1,Colonia,5,Maritimo - Fluvial,3,Taxi - Bus,4,2,585.71,200.0,146.37,200.0,30.0,100.0,0.0,100.0,9.34,280.93,561.87
15,Artigas,2,Terrestre Auto,2025-05-08,16564,2025-05-16,16572,1,Uruguay,60,Salto,1,"Ocio, Recreo, Vacaciones",25,Trabajador dependiente,,,20,Brasil,2,Appart Hotel,16,Bella Unión,2,Terrestre Auto,1,Auto propio,8,7,1800.0,650.0,550.0,0.0,240.0,150.0,0.0,159.89,50.11,155.93,1091.51
3,Aeropuerto de Carrasco,1,Aereo,2017-05-14,13648,2017-05-18,13652,1,Uruguay,21,Montevideo,8,Deportivo,20,"Deportista, Entrenador, Juez Dep",5.0,Terciaria incompleta,31,Chile,1,Hotel,3,Aeropuerto de Carrasco,1,Aereo,0,Sin Datos,4,1,300.0,104.45,72.87,0.0,0.0,0.0,0.0,91.09,31.58,131.68,131.68
2,Puerto de montevideo,5,Maritimo - Fluvial,2020-02-05,14645,2020-02-12,14652,1,Uruguay,21,Montevideo,6,Religion y Peregrinaciones,22,Religioso,7.0,Otros,10,Argentina,6,Vivienda Familiares / Amigos,2,Puerto de montevideo,5,Maritimo - Fluvial,4,Auto familiares / amigos,7,2,548.54,0.0,0.0,238.84,0.0,0.0,0.0,0.0,548.54,210.34,420.67
7,Fray Bentos,2,Terrestre Auto,2018-10-18,14170,2018-10-23,14175,1,Uruguay,13,Soriano,2,Visita familiares / amigos,16,"Empl. Adm, Cajero, Vendedor",5.0,Terciaria incompleta,10,Argentina,1,Hotel,7,Fray Bentos,2,Terrestre Auto,1,Auto propio,5,2,920.98,300.0,200.0,0.0,60.0,0.0,0.0,50.0,310.98,180.81,361.61
